-0.350894,1.830138,-0.679811,0.292274,1.655994,0.863494,0.309048,0.381041,0.203861,-0.046334,-0.152132,-0.060972,
3.660754,2.506012,2.679293,3.174017,2.918381,0.917895,-0.154147,0.108110,0.335832,0.060288,-0.402250,-0.113492,
5.706965,2.815750,2.469985,3.989383,2.416686,-1.487909,-1.391458,0.408849,0.613302,0.808253,-0.222266,-0.067164,
5.690211,2.295797,1.910568,4.542794,2.434371,-1.994818,-1.267693,0.744335,0.427762,0.692836,-0.170078,-0.030789,
7.708471,0.115505,0.663452,5.930359,2.188576,-3.117232,-0.908999,1.136034,0.956113,-0.168843,-0.025375,0.023359,
8.271593,-0.541591,0.286270,6.144477,1.999114,-2.756555,-0.980684,1.311181,0.750299,-0.307580,-0.107846,0.002655,
8.760043,-1.242566,-0.360488,5.905574,1.685989,-2.365852,-0.586227,1.665458,0.566060,-0.489656,-0.142692,0.036744,
7.419177,-0.564548,-0.384122,5.575554,1.869504,-2.740544,0.009261,1.426860,0.851120,-0.494605,-0.097284,-0.004468,
8.666833,-0.921688,-0.313089,5.025481,1.605183,-2.741656,-0.103176,1.774830,0.711504,-0.567954,-0.205415,0.008160,
8.636901,-0.811497,-0.535319,5.565469,1.752416,-2.543990,-0.149832,1.916507,0.734289,-0.752471,-0.327870,-0.002109,
8.332495,-1.044667,-0.492704,5.918253,2.044187,-2.451854,-0.252508,1.959851,0.775100,-0.794224,-0.383183,-0.005889,
9.195076,-1.354623,-0.442505,6.252866,1.858550,-2.071469,-0.503794,2.276596,0.862117,-0.668902,-0.427348,-0.005658,
9.405222,-1.958691,0.691388,4.822775,2.569334,-2.540692,-0.416122,2.390442,1.120392,-0.562068,-0.424974,0.009745,
8.769259,-0.389305,-0.041046,6.070077,2.462267,-2.404133,0.107083,2.423192,1.340023,-0.631904,-0.393988,0.012516,
6.583773,0.764130,0.732396,5.595140,3.161021,-1.866614,-0.214870,2.402961,1.819553,0.163459,-0.209674,0.049764,
6.242755,1.483651,1.725045,5.809429,3.230245,-1.908872,-0.223235,2.746672,1.695389,0.480533,-0.056288,0.126505,
6.101812,3.002836,2.944071,5.555727,3.464442,-0.751467,-0.158718,1.836367,1.477146,0.816652,0.009722,0.098955,
4.761576,3.870596,3.951944,4.803886,3.717953,0.944696,0.043000,1.178369,1.364897,0.331770,-0.039496,0.043883,
4.751447,4.263497,4.428909,5.128173,4.264082,1.704265,0.302011,0.683098,0.728694,-0.035001,-0.047731,-0.045076,
4.414286,4.225228,4.281979,4.305789,3.546807,2.184971,1.182338,0.691884,0.294120,0.001586,0.214749,0.003615,
4.429927,3.738207,4.477909,4.686802,3.236663,2.006296,1.568589,1.058151,0.507561,0.178313,0.259346,0.042761,
4.017174,3.379675,4.430797,4.570305,2.894312,1.940339,1.805822,1.100325,0.305732,0.146693,0.315906,0.031026,
3.861998,1.570720,6.575717,6.478497,1.252970,1.557347,2.916539,0.089607,0.206517,0.712241,0.165333,-0.097273,
2.985294,0.144350,6.490689,5.600094,-0.761355,2.616707,4.193047,-0.062138,-0.004416,1.243777,0.326085,-0.097530,
2.141124,-2.235754,6.598599,7.782658,0.214804,1.273037,3.569612,0.380587,0.483128,1.225215,0.232624,-0.094338,
2.268131,-4.101065,6.319822,8.834771,0.729039,-0.507991,3.121322,1.407409,0.466630,0.767718,0.152381,-0.042335,
1.882494,-4.852562,6.951985,8.934447,0.000444,0.334280,2.431793,1.647579,0.676829,0.536946,0.038940,0.029087,
1.761567,-3.970699,7.731446,8.611346,-0.106892,0.578385,2.875723,1.353433,0.825786,0.515619,-0.050070,0.063686,
2.345708,-3.036998,7.104334,8.793679,0.236285,-0.073201,3.143512,1.333958,0.612284,0.387196,0.055639,0.034735,
3.491307,-3.278460,6.304441,9.923122,1.312258,-1.109067,3.489274,2.571274,-0.009473,0.099513,0.466353,0.059877,
3.305178,-0.538831,4.223242,7.791923,1.348167,-1.262470,2.683256,2.275906,-0.408647,-0.285502,0.337004,0.047288,
5.922591,0.374133,3.714284,5.939283,0.061794,-2.003200,1.964113,3.558619,0.788538,0.330101,0.341307,0.019185,
4.991397,1.711112,1.880220,3.770898,1.131884,-1.032680,1.342362,2.525014,1.290823,0.724036,-0.148475,-0.063381,
8.992587,0.060445,-1.513687,2.852342,2.423983,-0.803004,0.290602,1.893386,1.754057,0.032574,-0.366372,-0.014838,
6.583921,1.034835,-0.909694,2.386923,2.434372,-0.310782,0.239358,2.052213,1.672213,0.152421,-0.331464,-0.024260,
6.297316,0.016483,-0.779818,3.523664,2.425880,-0.821463,0.544580,2.144173,1.731412,0.039487,-0.354351,-0.058246,
7.022310,-0.457410,-1.238702,4.219438,2.095912,-1.644342,0.773552,2.086996,1.885019,-0.103785,-0.261557,-0.051573,
6.988592,-0.584631,-1.313266,4.228512,1.959589,-1.896304,0.571324,2.027528,1.892344,-0.083526,-0.237333,-0.048539,
8.768440,-1.431683,-2.053570,4.316964,1.574881,-2.408850,0.325307,2.696422,1.627633,-0.434709,-0.306879,0.033362,
